753, 162655
0, 5, 1
0, 15, 1
0, 17, 1
0, 27, 1
0, 28, 1
0, 30, 1
0, 35, 1
0, 38, 1
0, 39, 1
0, 40, 1
0, 44, 1
0, 53, 1
0, 58, 1
0, 80, 1
0, 83, 1
0, 85, 1
0, 86, 1
0, 90, 1
0, 93, 1
0, 96, 1
0, 103, 1
0, 106, 1
0, 107, 1
0, 109, 1
0, 111, 1
0, 112, 1
0, 113, 1
0, 125, 1
0, 134, 1
0, 138, 1
0, 147, 1
0, 161, 1
0, 166, 1
0, 172, 1
0, 173, 1
0, 176, 1
0, 177, 1
0, 179, 1
0, 182, 1
0, 183, 1
0, 184, 1
0, 186, 1
0, 192, 1
0, 200, 1
0, 209, 1
0, 214, 1
0, 215, 1
0, 222, 1
0, 229, 1
0, 231, 1
0, 232, 1
0, 235, 1
0, 237, 1
0, 260, 1
0, 262, 1
0, 263, 1
0, 269, 1
0, 272, 1
0, 273, 1
0, 276, 1
0, 281, 1
0, 284, 1
0, 285, 1
0, 295, 1
0, 303, 1
0, 306, 1
0, 307, 1
0, 312, 1
0, 328, 1
0, 329, 1
0, 334, 1
0, 345, 1
0, 360, 1
0, 366, 1
0, 378, 1
0, 381, 1
0, 387, 1
0, 388, 1
0, 390, 1
0, 393, 1
0, 395, 1
0, 396, 1
0, 398, 1
0, 401, 1
0, 408, 1
0, 415, 1
0, 416, 1
0, 424, 1
0, 425, 1
0, 428, 1
0, 434, 1
0, 436, 1
0, 437, 1
0, 439, 1
0, 444, 1
0, 458, 1
0, 461, 1
0, 463, 1
0, 465, 1
0, 472, 1
0, 475, 1
0, 478, 1
0, 488, 1
0, 491, 1
0, 493, 1
0, 500, 1
0, 509, 1
0, 513, 1
0, 519, 1
0, 522, 1
0, 524, 1
0, 534, 1
0, 538, 1
0, 549, 1
0, 550, 1
0, 553, 1
0, 555, 1
0, 556, 1
0, 571, 1
0, 576, 1
0, 578, 1
0, 582, 1
0, 585, 1
0, 586, 1
0, 589, 1
0, 597, 1
0, 610, 1
0, 613, 1
0, 618, 1
0, 619, 1
0, 620, 1
0, 626, 1
0, 632, 1
0, 637, 1
0, 644, 1
0, 645, 1
0, 646, 1
0, 647, 1
0, 657, 1
0, 669, 1
0, 674, 1
0, 677, 1
0, 681, 1
1, 5, 1
1, 15, 1
1, 17, 1
1, 27, 1
1, 30, 1
1, 35, 1
1, 38, 1
1, 39, 1
1, 40, 1
1, 44, 1
1, 53, 1
