372, 39368
0, 3, 1
0, 10, 1
0, 28, 1
0, 30, 1
0, 33, 1
0, 48, 1
0, 54, 1
0, 56, 1
0, 74, 1
0, 97, 1
0, 126, 1
0, 129, 1
0, 148, 1
0, 157, 1
0, 180, 1
0, 184, 1
0, 198, 1
0, 199, 1
0, 208, 1
0, 216, 1
0, 222, 1
0, 230, 1
0, 238, 1
0, 254, 1
0, 256, 1
0, 270, 1
0, 272, 1
0, 281, 1
0, 283, 1
0, 296, 1
0, 302, 1
0, 314, 1
0, 323, 1
0, 344, 1
0, 347, 1
0, 353, 1
1, 2, 1
1, 3, 1
1, 4, 1
1, 7, 1
1, 9, 1
1, 12, 1
1, 13, 1
1, 16, 1
1, 18, 1
1, 20, 1
1, 22, 1
1, 23, 1
1, 24, 1
1, 26, 1
1, 28, 1
1, 30, 1
1, 31, 1
1, 32, 1
1, 33, 1
1, 35, 1
1, 37, 1
1, 38, 1
1, 41, 1
1, 45, 1
1, 46, 1
1, 47, 1
1, 48, 1
1, 49, 1
1, 50, 1
1, 51, 1
1, 52, 1
1, 53, 1
1, 54, 1
1, 57, 1
1, 59, 1
1, 60, 1
1, 63, 1
1, 64, 1
1, 66, 1
1, 68, 1
1, 69, 1
1, 70, 1
1, 71, 1
1, 72, 1
1, 73, 1
1, 74, 1
1, 75, 1
1, 76, 1
1, 80, 1
1, 81, 1
1, 84, 1
1, 85, 1
1, 86, 1
1, 88, 1
1, 90, 1
1, 91, 1
1, 92, 1
1, 93, 1
1, 94, 1
1, 95, 1
1, 96, 1
1, 97, 1
1, 98, 1
1, 99, 1
1, 100, 1
1, 102, 1
1, 104, 1
1, 106, 1
1, 108, 1
1, 109, 1
1, 111, 1
1, 112, 1
1, 113, 1
1, 115, 1
1, 117, 1
1, 118, 1
1, 119, 1
1, 120, 1
1, 121, 1
1, 122, 1
1, 124, 1
1, 126, 1
1, 128, 1
1, 129, 1
1, 130, 1
1, 131, 1
1, 132, 1
1, 134, 1
1, 135, 1
1, 136, 1
1, 137, 1
1, 139, 1
1, 142, 1
1, 144, 1
1, 145, 1
1, 146, 1
1, 147, 1
1, 148, 1
1, 150, 1
1, 151, 1
1, 152, 1
1, 154, 1
1, 155, 1
1, 157, 1
1, 158, 1
1, 161, 1
1, 162, 1
1, 163, 1
1, 164, 1
1, 165, 1
1, 166, 1
1, 169, 1
1, 170, 1
1, 171, 1
1, 173, 1
1, 174, 1
1, 176, 1
1, 177, 1
1, 178, 1
1, 179, 1
1, 180, 1
1, 182, 1
1, 183, 1
1, 184, 1
1, 185, 1
1, 186, 1
1, 187, 1
1, 188, 1
1, 190, 1
1, 191, 1
1, 192, 1
1, 194, 1
1, 195, 1
1, 196, 1
1, 197, 1
1, 198, 1
1, 199, 1
1, 200, 1
1, 202, 1
1, 203, 1
1, 204, 1
1, 206, 1
1, 208, 1
1, 209, 1
1, 212, 1
1, 213, 1
1, 214, 1
1, 215, 1
1, 216, 1
1, 217, 1
1, 218, 1
1, 219, 1
1, 221, 1
1, 222, 1
1, 224, 1
1, 225, 1
1, 228, 1
1, 230, 1
1, 231, 1
1, 233, 1
1, 234, 1
1, 235, 1
1, 236, 1
1, 237, 1
1, 238, 1
1, 240, 1
1, 242, 1
1, 243, 1
1, 244, 1
1, 247, 1
1, 248, 1
1, 249, 1
1, 251, 1
1, 252, 1
1, 253, 1
1, 254, 1
1, 256, 1
1, 261, 1
1, 262, 1
1, 263, 1
1, 265, 1
1, 266, 1
1, 267, 1
1, 268, 1
1, 269, 1
1, 270, 1
1, 272, 1
1, 273, 1
1, 276, 1
1, 277, 1
1, 279, 1
1, 280, 1
1, 281, 1
1, 282, 1
1, 283, 1
1, 284, 1
1, 286, 1
1, 287, 1
1, 289, 1
1, 290, 1
1, 293, 1
1, 296, 1
1, 297, 1
1, 298, 1
1, 299, 1
1, 301, 1
1, 302, 1
1, 305, 1
1, 307, 1
1, 308, 1
1, 312, 1
1, 313, 1
1, 314, 1
1, 315, 1
1, 316, 1
1, 317, 1
1, 320, 1
1, 321, 1
1, 322, 1
1, 323, 1
1, 325, 1
1, 326, 1
1, 328, 1
1, 329, 1
1, 330, 1
1, 331, 1
1, 334, 1
1, 336, 1
1, 337, 1
1, 339, 1
1, 341, 1
1, 343, 1
1, 344, 1
1, 345, 1
1, 346, 1
1, 347, 1
1, 349, 1
1, 350, 1
1, 351, 1
1, 352, 1
1, 354, 1
2, 0, 1
2, 1, 1
2, 7, 1
2, 8, 1
2, 9, 1
2, 10, 1
2, 11, 1
2, 12, 1
2, 13, 1
2, 14, 1
2, 15, 1
2, 16, 1
2, 18, 1
2, 19, 1
2, 20, 1
2, 21, 1
2, 22, 1
2, 23, 1
2, 24, 1
2, 25, 1
2, 26, 1
2, 28, 1
2, 30, 1
2, 31, 1
2, 33, 1
2, 35, 1
2, 36, 1
2, 37, 1
2, 38, 1
2, 43, 1
2, 44, 1
2, 45, 1
2, 48, 1
2, 49, 1
2, 51, 1
2, 52, 1
2, 53, 1
2, 54, 1
2, 56, 1
2, 57, 1
2, 58, 1
2, 59, 1
2, 60, 1
2, 63, 1
2, 65, 1
2, 67, 1
2, 68, 1
2, 69, 1
2, 71, 1
