351, 31933
0, 1, 1
0, 2, 1
0, 3, 1
0, 4, 1
0, 5, 1
0, 6, 1
0, 7, 1
0, 8, 1
0, 10, 1
0, 11, 1
0, 12, 1
0, 14, 1
0, 15, 1
0, 16, 1
0, 17, 1
0, 19, 1
0, 20, 1
0, 22, 1
0, 24, 1
0, 25, 1
0, 26, 1
0, 28, 1
0, 29, 1
0, 32, 1
0, 33, 1
0, 35, 1
0, 38, 1
0, 39, 1
0, 40, 1
0, 41, 1
0, 43, 1
0, 44, 1
0, 45, 1
0, 47, 1
0, 48, 1
0, 49, 1
0, 50, 1
0, 51, 1
0, 52, 1
0, 54, 1
0, 55, 1
0, 56, 1
0, 60, 1
0, 61, 1
0, 62, 1
0, 63, 1
0, 64, 1
0, 66, 1
0, 67, 1
0, 69, 1
0, 70, 1
0, 71, 1
0, 74, 1
0, 75, 1
0, 78, 1
0, 79, 1
0, 80, 1
0, 82, 1
0, 84, 1
0, 85, 1
0, 86, 1
0, 87, 1
0, 88, 1
0, 89, 1
0, 90, 1
0, 92, 1
0, 93, 1
0, 94, 1
0, 95, 1
0, 96, 1
0, 97, 1
0, 98, 1
0, 99, 1
0, 101, 1
0, 102, 1
0, 103, 1
0, 108, 1
0, 109, 1
0, 110, 1
0, 111, 1
0, 112, 1
0, 115, 1
0, 116, 1
0, 117, 1
0, 118, 1
0, 122, 1
0, 123, 1
0, 124, 1
0, 126, 1
0, 129, 1
0, 131, 1
0, 132, 1
0, 133, 1
0, 134, 1
0, 135, 1
0, 136, 1
0, 138, 1
0, 140, 1
0, 141, 1
0, 143, 1
0, 144, 1
0, 146, 1
0, 147, 1
0, 148, 1
0, 149, 1
0, 153, 1
0, 154, 1
0, 155, 1
0, 156, 1
0, 157, 1
0, 158, 1
0, 160, 1
0, 161, 1
0, 163, 1
0, 164, 1
0, 165, 1
0, 166, 1
0, 167, 1
0, 168, 1
0, 169, 1
0, 170, 1
0, 171, 1
0, 175, 1
0, 176, 1
0, 177, 1
0, 178, 1
0, 180, 1
0, 182, 1
0, 183, 1
0, 184, 1
0, 185, 1
0, 186, 1
0, 187, 1
0, 189, 1
0, 191, 1
0, 192, 1
0, 193, 1
0, 194, 1
0, 196, 1
0, 197, 1
0, 198, 1
0, 200, 1
0, 204, 1
0, 205, 1
0, 206, 1
0, 207, 1
0, 208, 1
0, 209, 1
0, 210, 1
0, 211, 1
0, 213, 1
0, 214, 1
0, 217, 1
0, 219, 1
0, 220, 1
0, 222, 1
0, 223, 1
0, 224, 1
0, 225, 1
0, 226, 1
0, 227, 1
0, 228, 1
0, 229, 1
0, 231, 1
0, 232, 1
0, 233, 1
0, 234, 1
0, 235, 1
0, 236, 1
0, 238, 1
0, 239, 1
0, 240, 1
0, 241, 1
0, 243, 1
0, 244, 1
0, 246, 1
0, 248, 1
0, 249, 1
0, 250, 1
0, 251, 1
0, 252, 1
0, 255, 1
0, 256, 1
0, 258, 1
0, 260, 1
0, 264, 1
0, 266, 1
0, 267, 1
0, 268, 1
0, 269, 1
0, 270, 1
0, 272, 1
0, 273, 1
0, 275, 1
0, 276, 1
0, 277, 1
0, 278, 1
0, 279, 1
0, 281, 1
0, 282, 1
0, 284, 1
0, 285, 1
0, 286, 1
0, 287, 1
0, 288, 1
0, 289, 1
0, 290, 1
0, 291, 1
0, 292, 1
0, 293, 1
0, 294, 1
0, 295, 1
0, 296, 1
0, 299, 1
0, 301, 1
0, 302, 1
0, 306, 1
0, 307, 1
0, 308, 1
0, 309, 1
0, 311, 1
0, 312, 1
0, 313, 1
0, 314, 1
1, 131, 1
1, 212, 1
1, 227, 1
1, 250, 1
2, 12, 1
2, 19, 1
2, 22, 1
2, 29, 1
2, 32, 1
2, 52, 1
2, 55, 1
2, 84, 1
2, 94, 1
2, 118, 1
2, 119, 1
2, 126, 1
2, 129, 1
2, 131, 1
2, 134, 1
2, 148, 1
2, 162, 1
2, 165, 1
2, 168, 1
2, 171, 1
2, 186, 1
2, 212, 1
2, 215, 1
2, 227, 1
2, 231, 1
2, 234, 1
2, 238, 1
2, 250, 1
2, 253, 1
2, 255, 1
2, 261, 1
2, 267, 1
2, 269, 1
2, 270, 1
2, 276, 1
2, 292, 1
2, 308, 1
3, 12, 1
3, 19, 1
3, 22, 1
3, 29, 1
3, 32, 1
3, 52, 1
3, 55, 1
3, 84, 1
3, 106, 1
3, 118, 1
3, 119, 1
3, 129, 1
3, 131, 1
3, 132, 1
3, 134, 1
3, 137, 1
3, 143, 1
3, 148, 1
3, 165, 1
3, 168, 1
3, 171, 1
3, 181, 1
3, 186, 1
3, 215, 1
3, 227, 1
3, 231, 1
3, 238, 1
3, 249, 1
3, 253, 1
3, 255, 1
3, 261, 1
3, 267, 1
3, 269, 1
3, 270, 1
3, 276, 1
3, 292, 1
3, 308, 1
4, 6, 1
4, 14, 1
4, 28, 1
4, 40, 1
4, 47, 1
4, 51, 1
4, 57, 1
4, 66, 1
4, 87, 1
4, 95, 1
4, 96, 1
4, 131, 1
4, 136, 1
4, 137, 1
4, 150, 1
4, 154, 1
4, 167, 1
4, 170, 1
4, 177, 1
4, 178, 1
4, 181, 1
4, 191, 1
4, 193, 1
4, 194, 1
4, 211, 1
4, 217, 1
4, 220, 1
4, 223, 1
4, 225, 1
4, 226, 1
4, 227, 1
4, 236, 1
4, 241, 1
4, 244, 1
4, 250, 1
4, 251, 1
4, 259, 1
4, 264, 1
4, 266, 1
4, 275, 1
4, 277, 1
4, 278, 1
4, 286, 1
4, 290, 1
4, 304, 1
4, 315, 1
5, 2, 1
5, 3, 1
5, 4, 1
5, 6, 1
5, 8, 1
5, 10, 1
5, 11, 1
5, 12, 1
5, 14, 1
5, 15, 1
5, 16, 1
5, 18, 1
5, 19, 1
5, 20, 1
5, 22, 1
5, 25, 1
5, 26, 1
5, 28, 1
5, 29, 1
5, 32, 1
5, 33, 1
5, 35, 1
5, 36, 1
5, 39, 1
5, 40, 1
5, 44, 1
5, 45, 1
5, 47, 1
5, 48, 1
5, 50, 1
5, 51, 1
5, 52, 1
5, 55, 1
5, 56, 1
5, 57, 1
5, 60, 1
5, 62, 1
5, 63, 1
5, 64, 1
5, 67, 1
5, 69, 1
5, 70, 1
5, 71, 1
5, 72, 1
5, 74, 1
5, 75, 1
5, 78, 1
5, 79, 1
5, 80, 1
5, 84, 1
5, 85, 1
5, 86, 1
5, 87, 1
5, 88, 1
5, 89, 1
5, 90, 1
5, 92, 1
5, 93, 1
5, 95, 1
5, 97, 1
5, 98, 1
5, 100, 1
5, 102, 1
5, 103, 1
5, 105, 1
5, 106, 1
5, 108, 1
5, 109, 1
5, 110, 1
5, 111, 1
5, 112, 1
5, 116, 1
5, 118, 1
5, 119, 1
5, 120, 1
5, 123, 1
5, 124, 1
5, 126, 1
5, 129, 1
5, 131, 1
5, 132, 1
5, 133, 1
5, 134, 1
5, 135, 1
5, 136, 1
5, 137, 1
5, 138, 1
5, 140, 1
5, 141, 1
5, 143, 1
5, 144, 1
5, 146, 1
5, 147, 1
5, 148, 1
5, 149, 1
5, 153, 1
5, 154, 1
5, 155, 1
5, 156, 1
5, 157, 1
5, 158, 1
5, 160, 1
5, 162, 1
5, 163, 1
5, 164, 1
5, 165, 1
5, 166, 1
5, 167, 1
5, 168, 1
5, 169, 1
5, 170, 1
5, 171, 1
5, 172, 1
5, 175, 1
5, 176, 1
5, 177, 1
5, 178, 1
5, 180, 1
5, 182, 1
5, 183, 1
5, 184, 1
5, 185, 1
5, 186, 1
5, 187, 1
5, 189, 1
5, 191, 1
5, 193, 1
5, 198, 1
5, 199, 1
5, 201, 1
5, 204, 1
5, 205, 1
5, 207, 1
5, 208, 1
5, 209, 1
5, 210, 1
5, 212, 1
5, 213, 1
5, 214, 1
5, 215, 1
5, 217, 1
5, 219, 1
5, 220, 1
5, 224, 1
5, 225, 1
5, 226, 1
5, 227, 1
5, 229, 1
5, 230, 1
5, 231, 1
5, 232, 1
5, 233, 1
5, 234, 1
5, 235, 1
5, 236, 1
5, 238, 1
5, 239, 1
5, 240, 1
5, 241, 1
5, 243, 1
5, 244, 1
5, 248, 1
5, 250, 1
5, 251, 1
5, 252, 1
5, 253, 1
5, 254, 1
5, 255, 1
5, 258, 1
5, 260, 1
5, 261, 1
5, 263, 1
5, 264, 1
5, 265, 1
5, 266, 1
5, 267, 1
5, 268, 1
5, 269, 1
5, 270, 1
5, 273, 1
5, 274, 1
5, 275, 1
5, 276, 1
5, 277, 1
5, 278, 1
5, 279, 1
5, 280, 1
5, 281, 1
5, 282, 1
5, 285, 1
5, 286, 1
5, 287, 1
5, 288, 1
5, 289, 1
5, 290, 1
5, 291, 1
5, 292, 1
5, 293, 1
5, 294, 1
5, 295, 1
5, 296, 1
5, 301, 1
5, 304, 1
5, 306, 1
5, 307, 1
5, 308, 1
5, 309, 1
5, 310, 1
5, 311, 1
5, 312, 1
5, 313, 1
5, 314, 1
5, 315, 1
6, 1, 1
6, 2, 1
6, 3, 1
6, 4, 1
6, 8, 1
6, 9, 1
6, 10, 1
6, 11, 1
6, 12, 1
6, 13, 1
6, 15, 1
6, 17, 1
6, 18, 1
6, 20, 1
6, 21, 1
6, 22, 1
6, 25, 1
6, 26, 1
6, 28, 1
6, 29, 1
6, 32, 1
6, 33, 1
6, 35, 1
6, 39, 1
6, 40, 1
6, 42, 1
6, 43, 1
6, 46, 1
6, 47, 1
6, 48, 1
6, 50, 1
6, 51, 1
6, 52, 1
6, 53, 1
6, 54, 1
6, 55, 1
6, 56, 1
6, 60, 1
6, 61, 1
6, 62, 1
6, 63, 1
6, 64, 1
6, 67, 1
6, 69, 1
6, 70, 1
6, 71, 1
6, 74, 1
6, 75, 1
6, 78, 1
6, 80, 1
6, 82, 1
6, 83, 1
6, 84, 1
6, 85, 1
6, 86, 1
6, 88, 1
6, 89, 1
6, 90, 1
6, 92, 1
6, 93, 1
6, 94, 1
6, 96, 1
6, 97, 1
6, 100, 1
6, 102, 1
6, 103, 1
6, 106, 1
6, 107, 1
6, 108, 1
6, 109, 1
6, 110, 1
6, 111, 1
6, 116, 1
6, 118, 1
6, 119, 1
6, 120, 1
6, 123, 1
6, 124, 1
6, 129, 1
6, 131, 1
6, 132, 1
6, 134, 1
6, 135, 1
6, 136, 1
6, 137, 1
6, 138, 1
6, 140, 1
6, 143, 1
6, 144, 1
6, 145, 1
6, 146, 1
6, 147, 1
6, 148, 1
6, 149, 1
6, 150, 1
6, 152, 1
6, 153, 1
6, 154, 1
6, 155, 1
6, 156, 1
6, 157, 1
6, 158, 1
6, 160, 1
6, 161, 1
6, 162, 1
6, 163, 1
6, 164, 1
6, 165, 1
6, 166, 1
6, 167, 1
6, 168, 1
6, 169, 1
6, 170, 1
6, 171, 1
6, 174, 1
6, 175, 1
6, 176, 1
6, 177, 1
6, 178, 1
6, 180, 1
6, 182, 1
6, 183, 1
6, 184, 1
6, 185, 1
6, 186, 1
6, 189, 1
6, 190, 1
6, 191, 1
6, 193, 1
6, 197, 1
6, 198, 1
6, 199, 1
6, 200, 1
6, 204, 1
6, 205, 1
6, 206, 1
6, 207, 1
6, 208, 1
6, 209, 1
6, 210, 1
6, 212, 1
6, 213, 1
6, 215, 1
6, 217, 1
6, 220, 1
6, 222, 1
6, 223, 1
6, 224, 1
6, 225, 1
6, 226, 1
6, 227, 1
6, 228, 1
6, 229, 1
6, 230, 1
6, 231, 1
6, 232, 1
6, 234, 1
6, 235, 1
6, 236, 1
6, 238, 1
6, 239, 1
6, 240, 1
6, 241, 1
6, 243, 1
6, 244, 1
6, 248, 1
6, 250, 1
6, 252, 1
6, 254, 1
6, 255, 1
6, 258, 1
6, 259, 1
6, 260, 1
6, 261, 1
6, 263, 1
6, 264, 1
6, 266, 1
6, 267, 1
6, 268, 1
6, 269, 1
6, 272, 1
6, 273, 1
6, 275, 1
6, 276, 1
6, 277, 1
6, 278, 1
6, 279, 1
6, 282, 1
6, 284, 1
6, 285, 1
6, 286, 1
6, 287, 1
6, 288, 1
6, 289, 1
6, 290, 1
6, 291, 1
6, 292, 1
6, 293, 1
6, 294, 1
6, 295, 1
6, 296, 1
6, 301, 1
6, 302, 1
6, 306, 1
6, 307, 1
6, 308, 1
6, 309, 1
6, 310, 1
6, 311, 1
6, 312, 1
6, 313, 1
6, 314, 1
6, 315, 1
7, 6, 1
7, 14, 1
7, 23, 1
7, 28, 1
7, 47, 1
7, 51, 1
7, 66, 1
7, 91, 1
7, 95, 1
7, 96, 1
7, 115, 1
7, 131, 1
7, 136, 1
7, 139, 1
7, 149, 1
7, 152, 1
7, 154, 1
7, 167, 1
7, 170, 1
7, 177, 1
7, 178, 1
7, 190, 1
7, 191, 1
7, 193, 1
7, 197, 1
7, 211, 1
7, 212, 1
7, 213, 1
7, 216, 1
7, 217, 1
7, 220, 1
7, 223, 1
7, 225, 1
7, 226, 1
7, 227, 1
7, 236, 1
7, 241, 1
7, 244, 1
7, 250, 1
7, 251, 1
7, 264, 1
7, 271, 1
7, 275, 1
7, 277, 1
7, 278, 1
7, 286, 1
7, 289, 1
7, 290, 1
7, 315, 1
8, 6, 1
8, 14, 1
8, 28, 1
8, 40, 1
8, 47, 1
8, 51, 1
8, 57, 1
8, 87, 1
8, 95, 1
8, 96, 1
8, 112, 1
8, 131, 1
8, 136, 1
8, 137, 1
8, 149, 1
8, 152, 1
8, 154, 1
8, 167, 1
8, 170, 1
8, 177, 1
8, 178, 1
8, 191, 1
8, 193, 1
8, 200, 1
8, 211, 1
8, 213, 1
8, 216, 1
8, 217, 1
8, 220, 1
8, 223, 1
8, 225, 1
8, 226, 1
8, 227, 1
8, 236, 1
8, 241, 1
8, 244, 1
8, 250, 1
8, 251, 1
8, 259, 1
8, 264, 1
8, 266, 1
8, 271, 1
8, 272, 1
8, 277, 1
8, 278, 1
8, 286, 1
8, 289, 1
8, 290, 1
8, 308, 1
9, 6, 1
9, 14, 1
9, 28, 1
9, 40, 1
9, 46, 1
9, 51, 1
9, 58, 1
9, 66, 1
9, 87, 1
9, 91, 1
9, 95, 1
9, 96, 1
9, 112, 1
9, 115, 1
9, 127, 1
9, 131, 1
9, 136, 1
9, 149, 1
9, 154, 1
9, 167, 1
9, 170, 1
9, 177, 1
9, 178, 1
9, 181, 1
9, 191, 1
9, 193, 1
9, 197, 1
9, 213, 1
9, 217, 1
9, 220, 1
9, 223, 1
9, 225, 1
9, 226, 1
9, 227, 1
9, 236, 1
9, 241, 1
9, 242, 1
9, 244, 1
9, 250, 1
9, 251, 1
9, 257, 1
9, 264, 1
9, 266, 1
9, 272, 1
9, 275, 1
9, 277, 1
9, 278, 1
9, 280, 1
9, 286, 1
9, 289, 1
9, 290, 1
9, 300, 1
10, 12, 1
10, 19, 1
10, 22, 1
10, 29, 1
10, 32, 1
10, 52, 1
10, 55, 1
10, 71, 1
10, 84, 1
10, 118, 1
10, 119, 1
10, 126, 1
