377, 40418
0, 12, 1
0, 14, 1
0, 21, 1
0, 23, 1
0, 32, 1
0, 45, 1
0, 54, 1
0, 56, 1
0, 58, 1
0, 59, 1
0, 64, 1
0, 72, 1
0, 78, 1
0, 81, 1
0, 82, 1
0, 86, 1
0, 104, 1
0, 105, 1
0, 111, 1
0, 115, 1
0, 123, 1
0, 127, 1
0, 131, 1
0, 135, 1
0, 136, 1
0, 138, 1
0, 153, 1
0, 158, 1
0, 167, 1
0, 171, 1
0, 174, 1
0, 175, 1
0, 179, 1
0, 182, 1
0, 186, 1
0, 187, 1
0, 192, 1
0, 195, 1
0, 196, 1
0, 198, 1
0, 204, 1
0, 207, 1
0, 209, 1
0, 213, 1
0, 227, 1
0, 230, 1
0, 241, 1
0, 244, 1
0, 245, 1
0, 247, 1
0, 250, 1
0, 256, 1
0, 261, 1
0, 278, 1
0, 279, 1
0, 281, 1
0, 282, 1
0, 283, 1
0, 285, 1
0, 286, 1
0, 293, 1
0, 305, 1
0, 311, 1
0, 316, 1
0, 318, 1
0, 320, 1
0, 321, 1
0, 324, 1
0, 331, 1
0, 336, 1
0, 339, 1
0, 341, 1
0, 343, 1
0, 345, 1
1, 12, 1
1, 21, 1
1, 32, 1
1, 45, 1
1, 54, 1
1, 56, 1
1, 58, 1
1, 59, 1
1, 69, 1
1, 72, 1
1, 81, 1
1, 82, 1
1, 86, 1
1, 94, 1
1, 105, 1
1, 115, 1
1, 123, 1
1, 127, 1
1, 131, 1
1, 133, 1
1, 135, 1
1, 136, 1
1, 138, 1
1, 153, 1
1, 158, 1
1, 167, 1
1, 171, 1
1, 174, 1
1, 175, 1
1, 182, 1
1, 186, 1
1, 187, 1
1, 192, 1
1, 193, 1
1, 195, 1
1, 196, 1
1, 204, 1
1, 209, 1
1, 213, 1
1, 227, 1
1, 230, 1
1, 241, 1
1, 244, 1
1, 245, 1
1, 247, 1
1, 250, 1
1, 257, 1
1, 261, 1
1, 275, 1
1, 278, 1
1, 281, 1
1, 282, 1
1, 283, 1
1, 285, 1
1, 290, 1
1, 302, 1
1, 305, 1
1, 311, 1
1, 316, 1
1, 318, 1
1, 320, 1
1, 321, 1
1, 324, 1
1, 331, 1
1, 336, 1
1, 339, 1
1, 343, 1
2, 12, 1
2, 17, 1
2, 21, 1
2, 24, 1
2, 32, 1
2, 45, 1
2, 56, 1
2, 58, 1
2, 59, 1
2, 64, 1
2, 69, 1
2, 72, 1
2, 78, 1
2, 82, 1
2, 86, 1
2, 94, 1
2, 105, 1
2, 111, 1
2, 115, 1
2, 123, 1
2, 127, 1
2, 135, 1
2, 136, 1
2, 138, 1
2, 153, 1
2, 158, 1
2, 167, 1
2, 171, 1
2, 174, 1
2, 175, 1
2, 182, 1
2, 186, 1
2, 187, 1
2, 192, 1
2, 195, 1
2, 204, 1
2, 207, 1
2, 213, 1
2, 227, 1
2, 230, 1
2, 241, 1
2, 242, 1
2, 244, 1
2, 245, 1
2, 247, 1
2, 250, 1
2, 256, 1
2, 257, 1
2, 278, 1
2, 279, 1
2, 281, 1
2, 282, 1
2, 283, 1
2, 285, 1
2, 297, 1
2, 302, 1
2, 311, 1
2, 316, 1
2, 321, 1
2, 324, 1
2, 331, 1
2, 336, 1
2, 338, 1
2, 339, 1
2, 343, 1
2, 345, 1
3, 6, 1
3, 11, 1
3, 29, 1
3, 31, 1
3, 38, 1
3, 39, 1
3, 47, 1
3, 49, 1
3, 67, 1
3, 70, 1
3, 74, 1
3, 82, 1
3, 84, 1
3, 85, 1
3, 98, 1
3, 100, 1
3, 109, 1
3, 116, 1
3, 140, 1
3, 143, 1
3, 146, 1
3, 149, 1
3, 160, 1
3, 161, 1
3, 188, 1
3, 189, 1
3, 191, 1
3, 208, 1
3, 253, 1
3, 257, 1
3, 258, 1
3, 259, 1
3, 272, 1
3, 276, 1
3, 299, 1
3, 312, 1
3, 313, 1
3, 315, 1
3, 324, 1
3, 332, 1
3, 333, 1
3, 334, 1
3, 343, 1
3, 345, 1
3, 349, 1
4, 12, 1
4, 21, 1
4, 23, 1
4, 32, 1
4, 45, 1
4, 54, 1
4, 56, 1
4, 58, 1
4, 59, 1
4, 69, 1
4, 72, 1
4, 78, 1
4, 81, 1
4, 82, 1
4, 86, 1
4, 105, 1
4, 123, 1
4, 127, 1
4, 135, 1
4, 136, 1
4, 138, 1
4, 158, 1
4, 167, 1
4, 171, 1
4, 174, 1
4, 175, 1
4, 177, 1
4, 182, 1
4, 186, 1
4, 187, 1
4, 193, 1
4, 195, 1
4, 196, 1
4, 204, 1
4, 207, 1
4, 209, 1
4, 213, 1
4, 227, 1
4, 230, 1
4, 241, 1
4, 244, 1
4, 245, 1
4, 247, 1
4, 248, 1
4, 250, 1
4, 256, 1
4, 266, 1
4, 278, 1
4, 279, 1
4, 281, 1
4, 282, 1
4, 283, 1
4, 285, 1
4, 297, 1
4, 302, 1
4, 305, 1
4, 311, 1
4, 316, 1
4, 318, 1
4, 320, 1
4, 321, 1
4, 324, 1
4, 331, 1
4, 336, 1
4, 339, 1
4, 343, 1
4, 345, 1
5, 0, 1
5, 1, 1
5, 3, 1
5, 4, 1
5, 9, 1
5, 10, 1
5, 12, 1
5, 14, 1
5, 15, 1
5, 21, 1
5, 23, 1
5, 24, 1
5, 25, 1
5, 27, 1
5, 28, 1
5, 29, 1
5, 30, 1
5, 35, 1
5, 36, 1
5, 38, 1
5, 39, 1
5, 40, 1
5, 41, 1
5, 42, 1
5, 44, 1
5, 45, 1
5, 47, 1
5, 48, 1
5, 49, 1
5, 50, 1
5, 51, 1
5, 53, 1
5, 54, 1
5, 56, 1
5, 57, 1
5, 58, 1
5, 59, 1
5, 60, 1
5, 63, 1
5, 66, 1
5, 67, 1
5, 69, 1
5, 70, 1
5, 71, 1
5, 72, 1
5, 73, 1
5, 74, 1
5, 76, 1
5, 77, 1
5, 78, 1
5, 80, 1
5, 81, 1
5, 82, 1
5, 83, 1
5, 84, 1
5, 85, 1
5, 86, 1
5, 89, 1
5, 91, 1
5, 94, 1
5, 95, 1
5, 96, 1
5, 98, 1
5, 99, 1
5, 100, 1
5, 102, 1
5, 105, 1
5, 109, 1
5, 110, 1
5, 111, 1
5, 112, 1
5, 113, 1
5, 114, 1
5, 115, 1
5, 116, 1
5, 117, 1
5, 119, 1
5, 121, 1
5, 122, 1
5, 123, 1
5, 125, 1
5, 126, 1
5, 127, 1
5, 128, 1
5, 129, 1
5, 132, 1
5, 135, 1
5, 137, 1
5, 138, 1
5, 139, 1
5, 140, 1
5, 141, 1
5, 143, 1
5, 144, 1
5, 146, 1
5, 147, 1
5, 148, 1
5, 149, 1
5, 150, 1
5, 151, 1
5, 152, 1
5, 153, 1
5, 154, 1
5, 155, 1
5, 156, 1
5, 157, 1
5, 158, 1
5, 159, 1
5, 160, 1
5, 161, 1
5, 163, 1
5, 164, 1
5, 165, 1
5, 166, 1
5, 167, 1
5, 168, 1
5, 169, 1
5, 170, 1
5, 174, 1
5, 175, 1
5, 176, 1
5, 178, 1
5, 180, 1
5, 182, 1
5, 183, 1
5, 184, 1
5, 185, 1
5, 186, 1
5, 187, 1
5, 188, 1
5, 189, 1
5, 190, 1
5, 191, 1
5, 194, 1
5, 195, 1
5, 197, 1
5, 200, 1
5, 201, 1
5, 203, 1
5, 204, 1
5, 207, 1
5, 208, 1
5, 211, 1
5, 213, 1
5, 214, 1
5, 215, 1
5, 216, 1
5, 217, 1
5, 218, 1
5, 219, 1
5, 220, 1
5, 221, 1
5, 222, 1
5, 223, 1
5, 224, 1
5, 225, 1
5, 226, 1
5, 227, 1
5, 228, 1
5, 229, 1
5, 230, 1
5, 232, 1
5, 233, 1
5, 234, 1
5, 235, 1
5, 237, 1
5, 239, 1
5, 240, 1
5, 242, 1
5, 244, 1
5, 245, 1
5, 247, 1
5, 249, 1
5, 250, 1
5, 254, 1
5, 255, 1
5, 256, 1
5, 258, 1
5, 259, 1
5, 260, 1
5, 264, 1
5, 265, 1
5, 268, 1
5, 269, 1
5, 270, 1
5, 272, 1
5, 273, 1
5, 276, 1
5, 277, 1
5, 278, 1
5, 279, 1
5, 280, 1
5, 281, 1
5, 282, 1
5, 283, 1
5, 284, 1
5, 286, 1
5, 288, 1
5, 289, 1
5, 291, 1
5, 292, 1
5, 293, 1
5, 294, 1
5, 295, 1
5, 296, 1
5, 298, 1
5, 299, 1
5, 301, 1
5, 302, 1
5, 304, 1
5, 306, 1
5, 309, 1
5, 310, 1
5, 311, 1
5, 312, 1
5, 315, 1
5, 316, 1
5, 318, 1
5, 319, 1
5, 320, 1
5, 321, 1
5, 322, 1
5, 323, 1
5, 324, 1
5, 327, 1
5, 328, 1
5, 330, 1
5, 331, 1
5, 332, 1
5, 333, 1
5, 334, 1
5, 335, 1
5, 336, 1
5, 337, 1
5, 339, 1
5, 340, 1
5, 342, 1
5, 343, 1
5, 344, 1
5, 345, 1
5, 348, 1
5, 349, 1
6, 12, 1
6, 14, 1
6, 21, 1
6, 24, 1
6, 32, 1
6, 45, 1
6, 56, 1
6, 58, 1
6, 59, 1
6, 69, 1
6, 72, 1
6, 78, 1
6, 81, 1
6, 82, 1
6, 86, 1
6, 94, 1
6, 105, 1
6, 111, 1
6, 115, 1
6, 123, 1
6, 131, 1
6, 136, 1
6, 138, 1
6, 153, 1
6, 158, 1
6, 167, 1
6, 171, 1
6, 174, 1
6, 175, 1
6, 179, 1
6, 182, 1
6, 186, 1
6, 187, 1
6, 193, 1
6, 195, 1
6, 198, 1
6, 204, 1
6, 207, 1
6, 209, 1
6, 213, 1
6, 227, 1
6, 230, 1
6, 241, 1
6, 242, 1
6, 244, 1
6, 245, 1
6, 247, 1
6, 250, 1
6, 256, 1
6, 257, 1
6, 279, 1
6, 281, 1
6, 282, 1
6, 283, 1
6, 285, 1
6, 286, 1
6, 297, 1
6, 302, 1
6, 305, 1
6, 311, 1
6, 316, 1
6, 320, 1
6, 321, 1
6, 324, 1
6, 331, 1
6, 336, 1
6, 339, 1
6, 343, 1
6, 345, 1
7, 12, 1
7, 14, 1
7, 21, 1
7, 24, 1
7, 32, 1
7, 45, 1
7, 56, 1
7, 58, 1
7, 59, 1
7, 69, 1
7, 72, 1
7, 78, 1
7, 81, 1
7, 82, 1
7, 86, 1
7, 105, 1
7, 111, 1
7, 115, 1
7, 123, 1
7, 127, 1
7, 131, 1
7, 136, 1
7, 153, 1
7, 158, 1
7, 167, 1
7, 171, 1
7, 175, 1
7, 179, 1
7, 182, 1
7, 186, 1
7, 187, 1
7, 192, 1
7, 195, 1
7, 204, 1
7, 207, 1
7, 209, 1
7, 213, 1
7, 227, 1
7, 230, 1
7, 241, 1
7, 242, 1
7, 244, 1
7, 247, 1
7, 250, 1
7, 256, 1
7, 257, 1
7, 261, 1
7, 278, 1
7, 279, 1
7, 281, 1
7, 282, 1
7, 283, 1
7, 285, 1
7, 290, 1
7, 293, 1
7, 297, 1
7, 305, 1
7, 316, 1
7, 320, 1
7, 321, 1
7, 324, 1
7, 331, 1
7, 336, 1
7, 339, 1
7, 341, 1
7, 343, 1
8, 0, 1
8, 1, 1
8, 2, 1
8, 3, 1
8, 4, 1
8, 5, 1
8, 9, 1
8, 10, 1
8, 11, 1
8, 15, 1
8, 16, 1
8, 18, 1
8, 19, 1
8, 21, 1
8, 22, 1
8, 23, 1
8, 25, 1
8, 28, 1
8, 29, 1
8, 30, 1
8, 32, 1
8, 33, 1
8, 36, 1
8, 38, 1
8, 39, 1
8, 40, 1
8, 41, 1
8, 42, 1
8, 44, 1
8, 45, 1
8, 47, 1
8, 48, 1
8, 49, 1
8, 50, 1
8, 53, 1
8, 54, 1
8, 56, 1
8, 57, 1
8, 58, 1
8, 59, 1
8, 62, 1
8, 64, 1
8, 66, 1
8, 68, 1
8, 69, 1
8, 70, 1
8, 71, 1
8, 72, 1
8, 73, 1
8, 74, 1
8, 75, 1
8, 76, 1
8, 77, 1
8, 78, 1
8, 80, 1
8, 82, 1
8, 83, 1
8, 84, 1
8, 85, 1
8, 86, 1
8, 87, 1
8, 88, 1
8, 89, 1
8, 90, 1
8, 91, 1
8, 94, 1
8, 95, 1
8, 96, 1
8, 98, 1
8, 99, 1
8, 100, 1
8, 102, 1
8, 105, 1
8, 108, 1
8, 110, 1
8, 111, 1
8, 112, 1
8, 113, 1
8, 114, 1
8, 115, 1
8, 116, 1
8, 117, 1
8, 121, 1
8, 122, 1
8, 123, 1
8, 125, 1
8, 126, 1
8, 128, 1
8, 131, 1
8, 132, 1
8, 134, 1
8, 135, 1
8, 136, 1
8, 137, 1
8, 138, 1
8, 141, 1
8, 142, 1
8, 143, 1
8, 144, 1
8, 146, 1
8, 147, 1
8, 149, 1
8, 150, 1
8, 151, 1
8, 152, 1
8, 153, 1
8, 154, 1
8, 156, 1
8, 157, 1
8, 158, 1
8, 159, 1
8, 160, 1
8, 161, 1
8, 162, 1
8, 164, 1
8, 165, 1
8, 166, 1
8, 167, 1
8, 168, 1
8, 169, 1
8, 170, 1
8, 172, 1
8, 173, 1
8, 174, 1
8, 175, 1
8, 176, 1
8, 178, 1
8, 179, 1
8, 180, 1
8, 181, 1
8, 183, 1
8, 184, 1
8, 185, 1
8, 186, 1
8, 189, 1
8, 190, 1
8, 191, 1
8, 192, 1
8, 193, 1
8, 194, 1
8, 197, 1
8, 199, 1
8, 201, 1
8, 204, 1
8, 207, 1
8, 208, 1
8, 210, 1
8, 211, 1
8, 213, 1
8, 214, 1
8, 215, 1
8, 216, 1
8, 217, 1
8, 218, 1
8, 219, 1
8, 220, 1
8, 221, 1
8, 222, 1
8, 223, 1
8, 225, 1
8, 226, 1
8, 227, 1
8, 228, 1
8, 229, 1
8, 232, 1
8, 233, 1
8, 234, 1
8, 235, 1
8, 237, 1
8, 239, 1
8, 240, 1
8, 241, 1
8, 244, 1
8, 247, 1
8, 249, 1
8, 250, 1
8, 251, 1
8, 253, 1
8, 255, 1
8, 256, 1
8, 258, 1
8, 259, 1
8, 260, 1
8, 263, 1
8, 265, 1
8, 268, 1
8, 269, 1
8, 270, 1
8, 272, 1
8, 273, 1
8, 276, 1
8, 277, 1
8, 278, 1
8, 279, 1
8, 280, 1
8, 281, 1
8, 282, 1
8, 283, 1
8, 284, 1
8, 285, 1
8, 288, 1
8, 291, 1
8, 292, 1
8, 293, 1
8, 294, 1
8, 295, 1
8, 296, 1
8, 297, 1
8, 298, 1
8, 299, 1
8, 301, 1
8, 302, 1
8, 304, 1
8, 306, 1
8, 307, 1
8, 309, 1
8, 314, 1
8, 315, 1
8, 316, 1
8, 317, 1
8, 318, 1
8, 321, 1
8, 322, 1
8, 323, 1
8, 324, 1
8, 326, 1
8, 327, 1
8, 329, 1
8, 331, 1
8, 332, 1
8, 333, 1
8, 334, 1
8, 335, 1
8, 336, 1
8, 337, 1
8, 339, 1
8, 340, 1
8, 341, 1
8, 342, 1
8, 343, 1
8, 344, 1
8, 348, 1
8, 349, 1
9, 29, 1
9, 31, 1
9, 38, 1
9, 39, 1
9, 47, 1
9, 49, 1
9, 70, 1
9, 74, 1
9, 82, 1
9, 84, 1
9, 85, 1
9, 91, 1
9, 98, 1
9, 100, 1
9, 103, 1
9, 109, 1
9, 116, 1
9, 130, 1
9, 140, 1
9, 143, 1
9, 146, 1
9, 149, 1
9, 160, 1
9, 188, 1
9, 189, 1
9, 191, 1
9, 208, 1
9, 253, 1
9, 258, 1
9, 259, 1
9, 272, 1
9, 276, 1
9, 299, 1
9, 315, 1
9, 324, 1
9, 327, 1
9, 332, 1
9, 333, 1
9, 334, 1
9, 343, 1
9, 349, 1
10, 12, 1
10, 17, 1
10, 23, 1
10, 45, 1
10, 56, 1
10, 58, 1
10, 59, 1
10, 64, 1
10, 72, 1
10, 78, 1
10, 86, 1
10, 94, 1
10, 105, 1
