358, 39438
0, 1, 1
0, 6, 1
0, 19, 1
0, 22, 1
0, 25, 1
0, 26, 1
0, 28, 1
0, 45, 1
0, 48, 1
0, 51, 1
0, 58, 1
0, 59, 1
0, 68, 1
0, 72, 1
0, 73, 1
0, 75, 1
0, 81, 1
0, 83, 1
0, 85, 1
0, 91, 1
0, 110, 1
0, 113, 1
0, 114, 1
0, 133, 1
0, 136, 1
0, 138, 1
0, 139, 1
0, 153, 1
0, 157, 1
0, 173, 1
0, 180, 1
0, 183, 1
0, 185, 1
0, 196, 1
0, 206, 1
0, 211, 1
0, 213, 1
0, 225, 1
0, 236, 1
0, 245, 1
0, 249, 1
0, 261, 1
0, 267, 1
0, 271, 1
0, 284, 1
0, 291, 1
0, 294, 1
0, 295, 1
0, 303, 1
0, 305, 1
0, 307, 1
0, 311, 1
0, 314, 1
0, 316, 1
0, 319, 1
0, 322, 1
0, 323, 1
0, 324, 1
0, 325, 1
0, 326, 1
0, 332, 1
1, 6, 1
1, 19, 1
1, 22, 1
1, 25, 1
1, 26, 1
1, 28, 1
1, 36, 1
1, 45, 1
1, 51, 1
1, 53, 1
1, 55, 1
1, 58, 1
1, 59, 1
1, 68, 1
1, 72, 1
1, 73, 1
1, 75, 1
1, 79, 1
1, 81, 1
1, 83, 1
1, 85, 1
1, 91, 1
1, 108, 1
1, 110, 1
1, 113, 1
1, 114, 1
1, 133, 1
1, 136, 1
1, 139, 1
1, 153, 1
1, 155, 1
1, 157, 1
1, 172, 1
1, 173, 1
1, 180, 1
1, 183, 1
1, 196, 1
1, 206, 1
1, 213, 1
1, 236, 1
1, 261, 1
1, 267, 1
1, 284, 1
1, 291, 1
1, 292, 1
1, 295, 1
1, 303, 1
1, 305, 1
1, 307, 1
1, 311, 1
1, 314, 1
1, 319, 1
1, 322, 1
1, 323, 1
1, 324, 1
1, 325, 1
1, 326, 1
1, 328, 1
1, 332, 1
2, 0, 1
2, 1, 1
2, 3, 1
2, 4, 1
2, 5, 1
2, 6, 1
2, 8, 1
2, 10, 1
2, 12, 1
2, 13, 1
2, 14, 1
2, 15, 1
2, 18, 1
2, 19, 1
2, 22, 1
2, 24, 1
2, 25, 1
2, 26, 1
2, 28, 1
2, 29, 1
2, 30, 1
2, 31, 1
2, 34, 1
2, 37, 1
2, 40, 1
2, 41, 1
2, 43, 1
2, 44, 1
2, 45, 1
2, 46, 1
2, 48, 1
2, 49, 1
2, 50, 1
2, 51, 1
2, 52, 1
2, 54, 1
2, 56, 1
2, 57, 1
2, 58, 1
2, 60, 1
2, 61, 1
2, 62, 1
2, 64, 1
2, 66, 1
2, 68, 1
2, 69, 1
2, 70, 1
2, 71, 1
2, 72, 1
