374, 40747
0, 1, 1
0, 2, 1
0, 7, 1
0, 12, 1
0, 28, 1
0, 29, 1
0, 39, 1
0, 40, 1
0, 47, 1
0, 53, 1
0, 57, 1
0, 66, 1
0, 71, 1
0, 72, 1
0, 75, 1
0, 79, 1
0, 80, 1
0, 84, 1
0, 89, 1
0, 95, 1
0, 99, 1
0, 106, 1
0, 114, 1
0, 118, 1
0, 119, 1
0, 129, 1
0, 133, 1
0, 138, 1
0, 139, 1
0, 142, 1
0, 150, 1
0, 154, 1
0, 170, 1
0, 173, 1
0, 174, 1
0, 190, 1
0, 196, 1
0, 200, 1
0, 215, 1
0, 218, 1
0, 226, 1
0, 230, 1
0, 240, 1
0, 242, 1
0, 244, 1
0, 245, 1
0, 248, 1
0, 249, 1
0, 265, 1
0, 267, 1
0, 280, 1
0, 283, 1
0, 290, 1
0, 303, 1
0, 309, 1
0, 312, 1
0, 326, 1
0, 330, 1
0, 337, 1
1, 5, 1
1, 70, 1
1, 85, 1
1, 95, 1
1, 96, 1
1, 110, 1
1, 117, 1
1, 121, 1
1, 136, 1
1, 143, 1
1, 172, 1
1, 176, 1
1, 182, 1
1, 193, 1
1, 194, 1
1, 196, 1
1, 203, 1
1, 223, 1
1, 227, 1
1, 235, 1
1, 246, 1
1, 271, 1
1, 273, 1
1, 300, 1
1, 302, 1
1, 307, 1
1, 311, 1
1, 318, 1
1, 328, 1
1, 333, 1
2, 0, 1
2, 1, 1
2, 3, 1
2, 4, 1
2, 6, 1
2, 7, 1
2, 8, 1
2, 9, 1
2, 10, 1
2, 11, 1
2, 14, 1
2, 15, 1
2, 16, 1
2, 17, 1
2, 18, 1
2, 20, 1
2, 21, 1
2, 23, 1
2, 25, 1
2, 26, 1
2, 27, 1
2, 28, 1
2, 29, 1
2, 30, 1
2, 31, 1
2, 32, 1
2, 33, 1
2, 34, 1
2, 35, 1
2, 36, 1
2, 38, 1
2, 39, 1
2, 40, 1
2, 41, 1
2, 43, 1
2, 49, 1
2, 50, 1
2, 51, 1
2, 53, 1
2, 54, 1
2, 55, 1
2, 56, 1
2, 57, 1
2, 58, 1
2, 62, 1
2, 63, 1
2, 65, 1
2, 66, 1
2, 67, 1
2, 68, 1
2, 69, 1
2, 70, 1
2, 71, 1
2, 72, 1
2, 73, 1
2, 74, 1
2, 76, 1
2, 77, 1
2, 78, 1
2, 79, 1
2, 81, 1
2, 83, 1
2, 84, 1
2, 85, 1
2, 87, 1
2, 88, 1
2, 89, 1
2, 92, 1
2, 93, 1
2, 95, 1
2, 96, 1
2, 98, 1
2, 99, 1
2, 100, 1
2, 101, 1
2, 102, 1
2, 103, 1
2, 105, 1
2, 106, 1
2, 108, 1
2, 109, 1
2, 113, 1
2, 114, 1
2, 115, 1
2, 116, 1
2, 117, 1
2, 118, 1
2, 119, 1
2, 120, 1
2, 121, 1
2, 124, 1
2, 128, 1
2, 129, 1
2, 131, 1
2, 132, 1
2, 133, 1
2, 134, 1
2, 135, 1
2, 136, 1
2, 137, 1
2, 138, 1
2, 140, 1
2, 141, 1
2, 142, 1
2, 143, 1
2, 144, 1
2, 145, 1
2, 147, 1
2, 150, 1
2, 151, 1
2, 152, 1
2, 154, 1
2, 155, 1
2, 157, 1
2, 158, 1
2, 159, 1
2, 160, 1
2, 162, 1
2, 163, 1
2, 165, 1
2, 166, 1
2, 168, 1
2, 169, 1
2, 170, 1
2, 171, 1
2, 172, 1
2, 173, 1
2, 174, 1
2, 175, 1
2, 176, 1
2, 177, 1
2, 178, 1
2, 179, 1
2, 180, 1
2, 181, 1
2, 183, 1
2, 184, 1
2, 185, 1
2, 186, 1
2, 187, 1
2, 188, 1
2, 190, 1
2, 191, 1
2, 193, 1
2, 194, 1
2, 196, 1
2, 197, 1
2, 199, 1
2, 200, 1
2, 201, 1
2, 202, 1
2, 203, 1
2, 205, 1
2, 206, 1
2, 207, 1
2, 208, 1
2, 209, 1
2, 210, 1
2, 213, 1
2, 214, 1
2, 215, 1
2, 217, 1
2, 218, 1
2, 219, 1
2, 220, 1
2, 221, 1
2, 223, 1
2, 224, 1
2, 225, 1
2, 226, 1
2, 227, 1
2, 228, 1
2, 229, 1
2, 230, 1
2, 232, 1
2, 233, 1
2, 234, 1
2, 235, 1
2, 236, 1
2, 237, 1
2, 240, 1
2, 241, 1
2, 242, 1
2, 243, 1
2, 244, 1
2, 245, 1
2, 246, 1
2, 247, 1
2, 248, 1
2, 249, 1
2, 252, 1
2, 254, 1
2, 255, 1
2, 256, 1
2, 257, 1
2, 259, 1
2, 260, 1
2, 261, 1
2, 263, 1
2, 264, 1
2, 266, 1
2, 267, 1
2, 270, 1
2, 271, 1
2, 272, 1
2, 273, 1
2, 274, 1
2, 275, 1
2, 278, 1
2, 279, 1
2, 283, 1
2, 284, 1
2, 285, 1
2, 286, 1
2, 287, 1
2, 288, 1
2, 290, 1
2, 291, 1
2, 293, 1
2, 295, 1
2, 296, 1
2, 297, 1
2, 298, 1
2, 299, 1
2, 300, 1
2, 301, 1
2, 302, 1
2, 304, 1
2, 307, 1
2, 308, 1
2, 309, 1
2, 311, 1
2, 312, 1
2, 313, 1
2, 314, 1
2, 316, 1
2, 318, 1
2, 320, 1
2, 324, 1
2, 326, 1
2, 327, 1
2, 328, 1
2, 333, 1
2, 334, 1
2, 335, 1
2, 338, 1
3, 1, 1
3, 2, 1
3, 7, 1
3, 12, 1
3, 25, 1
3, 28, 1
3, 29, 1
3, 39, 1
3, 40, 1
3, 46, 1
3, 53, 1
3, 57, 1
3, 66, 1
3, 71, 1
3, 72, 1
3, 75, 1
3, 77, 1
3, 79, 1
3, 80, 1
3, 82, 1
3, 84, 1
3, 89, 1
3, 95, 1
3, 99, 1
3, 106, 1
3, 114, 1
3, 118, 1
3, 119, 1
3, 129, 1
3, 133, 1
3, 138, 1
3, 139, 1
3, 141, 1
3, 142, 1
3, 144, 1
3, 150, 1
3, 154, 1
3, 155, 1
3, 156, 1
3, 166, 1
3, 170, 1
3, 173, 1
3, 174, 1
3, 190, 1
3, 196, 1
3, 200, 1
3, 206, 1
3, 215, 1
3, 218, 1
3, 226, 1
3, 230, 1
3, 242, 1
3, 244, 1
3, 245, 1
3, 248, 1
3, 249, 1
3, 267, 1
3, 272, 1
3, 283, 1
3, 284, 1
3, 290, 1
3, 298, 1
3, 303, 1
3, 305, 1
3, 309, 1
3, 326, 1
3, 330, 1
4, 0, 1
4, 1, 1
4, 2, 1
4, 3, 1
4, 5, 1
4, 6, 1
4, 7, 1
4, 8, 1
4, 9, 1
4, 10, 1
4, 11, 1
4, 14, 1
4, 15, 1
4, 16, 1
4, 17, 1
4, 20, 1
4, 21, 1
4, 22, 1
4, 23, 1
4, 24, 1
4, 25, 1
4, 27, 1
4, 29, 1
4, 30, 1
4, 31, 1
4, 32, 1
4, 33, 1
4, 34, 1
4, 35, 1
4, 36, 1
4, 38, 1
4, 39, 1
4, 40, 1
4, 41, 1
4, 44, 1
4, 50, 1
4, 51, 1
4, 53, 1
4, 54, 1
4, 55, 1
4, 56, 1
4, 57, 1
4, 58, 1
4, 62, 1
4, 63, 1
4, 65, 1
4, 66, 1
4, 67, 1
4, 68, 1
4, 69, 1
4, 70, 1
4, 71, 1
4, 72, 1
4, 73, 1
4, 76, 1
4, 77, 1
4, 78, 1
4, 79, 1
4, 80, 1
4, 81, 1
4, 82, 1
4, 84, 1
4, 85, 1
4, 87, 1
4, 88, 1
4, 89, 1
4, 92, 1
4, 95, 1
4, 96, 1
4, 97, 1
4, 98, 1
4, 99, 1
4, 100, 1
4, 101, 1
4, 102, 1
4, 103, 1
4, 104, 1
4, 105, 1
4, 106, 1
4, 108, 1
4, 109, 1
4, 110, 1
4, 111, 1
4, 113, 1
4, 114, 1
4, 116, 1
4, 117, 1
4, 118, 1
4, 119, 1
4, 120, 1
4, 121, 1
4, 123, 1
4, 128, 1
4, 129, 1
4, 130, 1
4, 132, 1
4, 133, 1
4, 134, 1
4, 135, 1
4, 136, 1
4, 137, 1
4, 138, 1
4, 140, 1
4, 141, 1
4, 142, 1
4, 143, 1
4, 144, 1
4, 145, 1
4, 147, 1
4, 149, 1
4, 150, 1
4, 151, 1
4, 154, 1
4, 157, 1
4, 158, 1
4, 160, 1
4, 162, 1
4, 163, 1
4, 164, 1
4, 165, 1
4, 168, 1
4, 169, 1
4, 170, 1
4, 171, 1
4, 172, 1
4, 173, 1
4, 174, 1
4, 175, 1
4, 176, 1
4, 177, 1
4, 178, 1
4, 179, 1
4, 180, 1
4, 181, 1
4, 182, 1
4, 183, 1
4, 185, 1
4, 186, 1
4, 187, 1
4, 190, 1
4, 191, 1
4, 192, 1
4, 193, 1
4, 195, 1
4, 196, 1
4, 199, 1
4, 200, 1
4, 201, 1
4, 202, 1
4, 203, 1
4, 205, 1
4, 207, 1
4, 208, 1
4, 209, 1
4, 210, 1
4, 213, 1
4, 214, 1
4, 215, 1
4, 217, 1
4, 218, 1
4, 219, 1
4, 220, 1
4, 221, 1
4, 222, 1
4, 223, 1
4, 225, 1
4, 226, 1
4, 227, 1
4, 228, 1
4, 229, 1
4, 230, 1
4, 231, 1
4, 232, 1
4, 233, 1
4, 234, 1
4, 235, 1
4, 237, 1
4, 239, 1
4, 240, 1
4, 241, 1
4, 242, 1
4, 243, 1
4, 244, 1
4, 245, 1
4, 246, 1
4, 248, 1
4, 252, 1
4, 253, 1
4, 255, 1
4, 256, 1
4, 257, 1
4, 259, 1
4, 260, 1
4, 261, 1
4, 263, 1
4, 264, 1
4, 266, 1
4, 267, 1
4, 270, 1
4, 271, 1
4, 272, 1
4, 273, 1
4, 274, 1
4, 275, 1
4, 277, 1
4, 278, 1
4, 279, 1
4, 280, 1
4, 282, 1
4, 283, 1
4, 284, 1
4, 285, 1
4, 286, 1
4, 287, 1
4, 290, 1
4, 291, 1
4, 292, 1
4, 293, 1
4, 295, 1
4, 296, 1
4, 297, 1
4, 298, 1
4, 300, 1
4, 301, 1
4, 302, 1
4, 303, 1
4, 304, 1
4, 306, 1
4, 307, 1
4, 309, 1
4, 313, 1
4, 316, 1
4, 317, 1
4, 318, 1
4, 320, 1
4, 326, 1
4, 327, 1
4, 328, 1
4, 329, 1
4, 330, 1
4, 331, 1
4, 333, 1
4, 335, 1
4, 336, 1
5, 70, 1
5, 74, 1
5, 85, 1
5, 92, 1
5, 95, 1
5, 104, 1
5, 110, 1
5, 116, 1
5, 121, 1
5, 136, 1
5, 143, 1
5, 165, 1
5, 168, 1
5, 172, 1
5, 176, 1
5, 193, 1
5, 196, 1
5, 203, 1
5, 204, 1
5, 211, 1
5, 227, 1
5, 235, 1
5, 246, 1
5, 257, 1
5, 271, 1
5, 273, 1
5, 282, 1
5, 300, 1
5, 302, 1
5, 307, 1
5, 318, 1
5, 328, 1
5, 333, 1
5, 339, 1
6, 0, 1
6, 1, 1
6, 2, 1
6, 3, 1
6, 5, 1
6, 7, 1
6, 8, 1
6, 9, 1
6, 11, 1
6, 12, 1
6, 15, 1
6, 17, 1
6, 18, 1
6, 20, 1
6, 21, 1
6, 22, 1
6, 23, 1
6, 25, 1
6, 27, 1
6, 28, 1
6, 29, 1
6, 30, 1
6, 31, 1
6, 32, 1
6, 33, 1
6, 34, 1
6, 35, 1
6, 36, 1
6, 39, 1
6, 40, 1
6, 41, 1
6, 42, 1
6, 43, 1
6, 44, 1
6, 46, 1
6, 49, 1
6, 50, 1
6, 51, 1
6, 52, 1
6, 53, 1
6, 54, 1
6, 55, 1
6, 56, 1
6, 58, 1
6, 59, 1
6, 60, 1
6, 62, 1
6, 63, 1
6, 65, 1
6, 66, 1
6, 67, 1
6, 68, 1
6, 69, 1
6, 70, 1
6, 71, 1
6, 72, 1
6, 73, 1
6, 74, 1
6, 75, 1
6, 77, 1
6, 78, 1
6, 79, 1
6, 80, 1
6, 82, 1
6, 83, 1
6, 84, 1
6, 85, 1
6, 87, 1
6, 88, 1
6, 89, 1
6, 90, 1
6, 92, 1
6, 93, 1
6, 96, 1
6, 97, 1
6, 98, 1
6, 99, 1
6, 101, 1
6, 103, 1
6, 104, 1
6, 105, 1
6, 106, 1
6, 108, 1
6, 109, 1
6, 110, 1
6, 113, 1
6, 114, 1
6, 115, 1
6, 116, 1
6, 117, 1
6, 118, 1
6, 119, 1
6, 120, 1
6, 121, 1
6, 126, 1
6, 128, 1
6, 129, 1
6, 130, 1
6, 132, 1
6, 133, 1
6, 134, 1
6, 135, 1
6, 137, 1
6, 138, 1
6, 139, 1
6, 140, 1
6, 141, 1
6, 142, 1
6, 143, 1
6, 147, 1
6, 149, 1
6, 150, 1
6, 151, 1
6, 154, 1
6, 157, 1
6, 158, 1
6, 159, 1
6, 161, 1
6, 162, 1
6, 163, 1
6, 165, 1
6, 169, 1
6, 170, 1
6, 171, 1
6, 172, 1
6, 173, 1
6, 175, 1
6, 176, 1
6, 177, 1
6, 178, 1
6, 179, 1
6, 180, 1
6, 181, 1
6, 183, 1
6, 184, 1
6, 185, 1
6, 186, 1
6, 188, 1
6, 190, 1
6, 191, 1
6, 193, 1
6, 195, 1
6, 196, 1
6, 199, 1
6, 200, 1
6, 202, 1
6, 203, 1
6, 205, 1
6, 207, 1
6, 208, 1
6, 209, 1
6, 210, 1
6, 213, 1
6, 215, 1
6, 216, 1
6, 218, 1
6, 219, 1
6, 220, 1
6, 221, 1
6, 222, 1
6, 224, 1
6, 226, 1
6, 228, 1
6, 229, 1
6, 230, 1
6, 231, 1
6, 233, 1
6, 235, 1
6, 237, 1
6, 238, 1
6, 241, 1
6, 242, 1
6, 243, 1
6, 244, 1
6, 245, 1
6, 246, 1
6, 248, 1
6, 249, 1
6, 252, 1
6, 254, 1
6, 255, 1
6, 257, 1
6, 259, 1
6, 260, 1
6, 261, 1
6, 263, 1
6, 264, 1
6, 266, 1
6, 267, 1
6, 270, 1
6, 271, 1
6, 272, 1
6, 273, 1
6, 274, 1
6, 275, 1
6, 277, 1
6, 278, 1
6, 279, 1
6, 283, 1
6, 284, 1
6, 286, 1
6, 288, 1
6, 290, 1
6, 291, 1
6, 292, 1
6, 293, 1
6, 294, 1
6, 295, 1
6, 296, 1
6, 297, 1
6, 298, 1
6, 300, 1
6, 301, 1
6, 302, 1
6, 303, 1
6, 304, 1
6, 305, 1
6, 306, 1
6, 309, 1
6, 310, 1
6, 311, 1
6, 313, 1
6, 314, 1
6, 316, 1
6, 318, 1
6, 319, 1
6, 320, 1
6, 326, 1
6, 327, 1
6, 328, 1
6, 329, 1
6, 333, 1
6, 334, 1
6, 335, 1
6, 336, 1
6, 337, 1
6, 338, 1
6, 339, 1
7, 1, 1
7, 2, 1
7, 14, 1
7, 25, 1
7, 28, 1
7, 29, 1
7, 39, 1
7, 40, 1
7, 53, 1
7, 57, 1
7, 60, 1
7, 66, 1
7, 71, 1
7, 72, 1
7, 75, 1
7, 77, 1
7, 79, 1
7, 80, 1
