369, 36527
0, 1, 1
0, 9, 1
0, 11, 1
0, 12, 1
0, 18, 1
0, 24, 1
0, 35, 1
0, 36, 1
0, 40, 1
0, 43, 1
0, 45, 1
0, 54, 1
0, 55, 1
0, 86, 1
0, 105, 1
0, 109, 1
0, 137, 1
0, 140, 1
0, 158, 1
0, 162, 1
0, 169, 1
0, 172, 1
0, 179, 1
0, 183, 1
0, 190, 1
0, 214, 1
0, 215, 1
0, 229, 1
0, 244, 1
0, 273, 1
0, 285, 1
0, 287, 1
0, 290, 1
0, 296, 1
0, 302, 1
0, 306, 1
0, 308, 1
0, 310, 1
0, 323, 1
0, 326, 1
1, 17, 1
1, 21, 1
1, 26, 1
1, 27, 1
1, 28, 1
1, 48, 1
1, 53, 1
1, 57, 1
1, 62, 1
1, 65, 1
1, 67, 1
1, 69, 1
1, 88, 1
1, 93, 1
1, 95, 1
1, 101, 1
1, 104, 1
1, 107, 1
1, 109, 1
1, 122, 1
1, 133, 1
1, 140, 1
1, 154, 1
1, 157, 1
1, 166, 1
1, 167, 1
1, 184, 1
1, 194, 1
1, 196, 1
1, 199, 1
1, 207, 1
1, 218, 1
1, 219, 1
1, 230, 1
1, 236, 1
1, 243, 1
1, 255, 1
1, 258, 1
1, 262, 1
1, 270, 1
1, 274, 1
1, 278, 1
1, 280, 1
1, 283, 1
1, 292, 1
1, 299, 1
1, 300, 1
1, 302, 1
1, 307, 1
1, 308, 1
1, 309, 1
1, 311, 1
1, 313, 1
1, 316, 1
1, 317, 1
1, 327, 1
1, 331, 1
1, 332, 1
2, 17, 1
2, 21, 1
2, 25, 1
2, 26, 1
2, 27, 1
2, 28, 1
2, 53, 1
2, 57, 1
2, 62, 1
2, 65, 1
2, 67, 1
2, 69, 1
2, 73, 1
2, 88, 1
2, 93, 1
2, 95, 1
2, 101, 1
2, 109, 1
2, 122, 1
2, 126, 1
2, 140, 1
2, 146, 1
2, 154, 1
2, 166, 1
2, 167, 1
2, 194, 1
2, 196, 1
2, 199, 1
2, 207, 1
2, 218, 1
2, 219, 1
2, 223, 1
2, 230, 1
2, 236, 1
2, 242, 1
2, 243, 1
2, 248, 1
2, 255, 1
2, 269, 1
2, 270, 1
2, 274, 1
2, 278, 1
2, 280, 1
2, 283, 1
2, 292, 1
2, 299, 1
2, 300, 1
2, 302, 1
2, 307, 1
2, 308, 1
2, 309, 1
2, 311, 1
2, 313, 1
2, 316, 1
2, 317, 1
2, 327, 1
2, 331, 1
2, 332, 1
3, 17, 1
3, 21, 1
3, 25, 1
3, 26, 1
3, 27, 1
3, 28, 1
3, 53, 1
3, 57, 1
3, 62, 1
3, 65, 1
3, 67, 1
3, 69, 1
3, 88, 1
3, 93, 1
3, 95, 1
3, 104, 1
3, 109, 1
3, 114, 1
3, 122, 1
3, 133, 1
3, 140, 1
3, 146, 1
3, 154, 1
3, 157, 1
3, 166, 1
3, 167, 1
3, 194, 1
3, 196, 1
3, 199, 1
3, 207, 1
3, 218, 1
3, 219, 1
3, 230, 1
3, 236, 1
3, 243, 1
3, 255, 1
3, 262, 1
3, 269, 1
3, 270, 1
3, 274, 1
3, 275, 1
3, 280, 1
3, 283, 1
3, 292, 1
3, 299, 1
3, 300, 1
3, 302, 1
3, 307, 1
3, 308, 1
3, 309, 1
3, 311, 1
3, 313, 1
3, 316, 1
3, 317, 1
3, 327, 1
3, 331, 1
3, 332, 1
4, 17, 1
4, 21, 1
4, 26, 1
4, 27, 1
4, 28, 1
4, 48, 1
4, 53, 1
4, 57, 1
4, 62, 1
4, 65, 1
4, 67, 1
4, 69, 1
4, 73, 1
4, 88, 1
4, 93, 1
