359, 35792
0, 82, 1
0, 91, 1
0, 286, 1
1, 10, 1
1, 13, 1
1, 36, 1
1, 42, 1
1, 44, 1
1, 55, 1
1, 58, 1
1, 59, 1
1, 70, 1
1, 82, 1
1, 92, 1
1, 95, 1
1, 111, 1
1, 113, 1
1, 128, 1
1, 154, 1
1, 162, 1
1, 165, 1
1, 183, 1
1, 187, 1
1, 197, 1
1, 198, 1
1, 201, 1
1, 228, 1
1, 231, 1
1, 237, 1
1, 242, 1
1, 259, 1
1, 263, 1
1, 267, 1
1, 270, 1
1, 274, 1
1, 295, 1
1, 296, 1
2, 13, 1
2, 36, 1
2, 42, 1
2, 44, 1
2, 55, 1
2, 59, 1
2, 69, 1
2, 70, 1
2, 91, 1
2, 92, 1
2, 95, 1
2, 111, 1
2, 113, 1
2, 128, 1
2, 150, 1
2, 154, 1
2, 162, 1
2, 165, 1
2, 169, 1
2, 183, 1
2, 187, 1
2, 197, 1
2, 201, 1
2, 228, 1
2, 231, 1
2, 237, 1
2, 242, 1
2, 246, 1
2, 259, 1
2, 263, 1
2, 267, 1
2, 270, 1
2, 274, 1
2, 286, 1
2, 293, 1
2, 318, 1
3, 13, 1
3, 36, 1
3, 42, 1
3, 44, 1
3, 55, 1
3, 59, 1
3, 70, 1
3, 91, 1
3, 95, 1
3, 111, 1
3, 113, 1
3, 128, 1
3, 150, 1
3, 153, 1
3, 154, 1
3, 165, 1
3, 183, 1
3, 187, 1
3, 197, 1
3, 198, 1
3, 201, 1
3, 228, 1
3, 231, 1
3, 237, 1
3, 242, 1
3, 246, 1
3, 259, 1
3, 263, 1
3, 267, 1
3, 270, 1
3, 274, 1
3, 286, 1
3, 293, 1
3, 295, 1
3, 318, 1
4, 0, 1
4, 17, 1
4, 20, 1
4, 21, 1
4, 31, 1
4, 32, 1
4, 37, 1
4, 38, 1
4, 50, 1
4, 80, 1
4, 82, 1
4, 90, 1
4, 91, 1
4, 94, 1
4, 98, 1
4, 101, 1
4, 104, 1
4, 114, 1
4, 115, 1
4, 118, 1
4, 122, 1
4, 124, 1
4, 145, 1
4, 147, 1
4, 160, 1
4, 174, 1
4, 177, 1
4, 195, 1
4, 200, 1
4, 203, 1
4, 207, 1
4, 210, 1
4, 211, 1
4, 215, 1
4, 216, 1
4, 233, 1
4, 245, 1
4, 251, 1
4, 256, 1
4, 268, 1
4, 276, 1
4, 281, 1
4, 283, 1
4, 286, 1
4, 289, 1
4, 292, 1
4, 299, 1
4, 302, 1
4, 303, 1
4, 305, 1
4, 309, 1
4, 317, 1
5, 274, 1
5, 286, 1
6, 0, 1
6, 3, 1
6, 17, 1
6, 20, 1
6, 21, 1
6, 31, 1
6, 32, 1
6, 37, 1
6, 38, 1
6, 46, 1
6, 50, 1
6, 62, 1
6, 74, 1
6, 80, 1
6, 82, 1
6, 90, 1
6, 91, 1
6, 94, 1
6, 98, 1
6, 101, 1
6, 104, 1
6, 114, 1
6, 115, 1
6, 117, 1
6, 118, 1
6, 122, 1
6, 124, 1
6, 145, 1
6, 147, 1
6, 160, 1
6, 174, 1
6, 177, 1
6, 184, 1
6, 200, 1
6, 203, 1
6, 210, 1
6, 211, 1
6, 212, 1
6, 216, 1
6, 233, 1
6, 240, 1
6, 268, 1
6, 273, 1
6, 274, 1
6, 276, 1
6, 281, 1
6, 286, 1
6, 292, 1
6, 299, 1
6, 302, 1
6, 303, 1
6, 305, 1
6, 309, 1
6, 317, 1
6, 318, 1
6, 320, 1
6, 322, 1
7, 0, 1
7, 1, 1
7, 2, 1
7, 3, 1
7, 4, 1
7, 6, 1
7, 9, 1
7, 11, 1
7, 12, 1
7, 13, 1
7, 16, 1
7, 17, 1
7, 18, 1
7, 19, 1
7, 20, 1
7, 21, 1
7, 22, 1
7, 23, 1
7, 24, 1
7, 25, 1
7, 26, 1
7, 27, 1
7, 28, 1
7, 31, 1
7, 32, 1
7, 33, 1
7, 34, 1
7, 36, 1
7, 38, 1
7, 40, 1
7, 41, 1
7, 42, 1
7, 43, 1
7, 44, 1
7, 45, 1
7, 47, 1
7, 48, 1
7, 50, 1
7, 51, 1
7, 53, 1
7, 54, 1
7, 55, 1
7, 57, 1
7, 58, 1
7, 59, 1
7, 60, 1
7, 61, 1
7, 62, 1
7, 65, 1
7, 66, 1
7, 68, 1
7, 69, 1
7, 70, 1
7, 71, 1
7, 72, 1
7, 73, 1
7, 74, 1
7, 75, 1
7, 76, 1
7, 78, 1
7, 79, 1
7, 80, 1
7, 81, 1
7, 82, 1
7, 83, 1
7, 85, 1
7, 86, 1
7, 88, 1
7, 89, 1
7, 90, 1
7, 91, 1
7, 93, 1
7, 94, 1
7, 95, 1
7, 96, 1
7, 97, 1
7, 98, 1
7, 99, 1
7, 100, 1
7, 101, 1
7, 102, 1
7, 103, 1
7, 106, 1
7, 108, 1
7, 109, 1
7, 110, 1
7, 111, 1
7, 112, 1
7, 113, 1
7, 114, 1
7, 116, 1
7, 117, 1
7, 119, 1
7, 120, 1
7, 122, 1
7, 124, 1
7, 125, 1
7, 126, 1
7, 127, 1
7, 128, 1
7, 131, 1
7, 132, 1
7, 133, 1
7, 137, 1
7, 138, 1
7, 139, 1
7, 142, 1
7, 144, 1
7, 145, 1
7, 146, 1
7, 147, 1
7, 149, 1
7, 150, 1
7, 152, 1
7, 154, 1
7, 161, 1
7, 162, 1
7, 163, 1
7, 165, 1
7, 168, 1
7, 171, 1
7, 172, 1
7, 173, 1
7, 174, 1
7, 176, 1
7, 177, 1
7, 181, 1
7, 182, 1
7, 183, 1
7, 184, 1
7, 185, 1
7, 186, 1
7, 187, 1
7, 189, 1
7, 190, 1
7, 191, 1
7, 193, 1
7, 195, 1
7, 197, 1
7, 198, 1
7, 199, 1
7, 200, 1
7, 201, 1
7, 202, 1
7, 203, 1
7, 205, 1
7, 206, 1
7, 207, 1
7, 208, 1
7, 209, 1
7, 210, 1
7, 211, 1
7, 212, 1
7, 213, 1
7, 215, 1
7, 216, 1
7, 217, 1
7, 218, 1
7, 219, 1
7, 220, 1
7, 221, 1
