358, 33148
0, 5, 1
0, 7, 1
0, 21, 1
0, 24, 1
0, 25, 1
0, 30, 1
0, 32, 1
0, 46, 1
0, 50, 1
0, 67, 1
0, 72, 1
0, 73, 1
0, 78, 1
0, 103, 1
0, 107, 1
0, 112, 1
0, 115, 1
0, 118, 1
0, 125, 1
0, 131, 1
0, 132, 1
0, 133, 1
0, 164, 1
0, 194, 1
0, 205, 1
0, 206, 1
0, 227, 1
0, 231, 1
0, 236, 1
0, 246, 1
0, 255, 1
0, 278, 1
0, 282, 1
0, 299, 1
0, 313, 1
1, 0, 1
1, 2, 1
1, 5, 1
1, 7, 1
1, 8, 1
1, 10, 1
1, 11, 1
1, 12, 1
1, 15, 1
1, 16, 1
1, 17, 1
1, 18, 1
1, 21, 1
1, 22, 1
1, 23, 1
1, 24, 1
1, 25, 1
1, 26, 1
1, 27, 1
1, 28, 1
1, 31, 1
1, 32, 1
1, 33, 1
1, 34, 1
1, 35, 1
1, 36, 1
1, 38, 1
1, 39, 1
1, 40, 1
1, 41, 1
1, 42, 1
1, 43, 1
1, 46, 1
1, 48, 1
1, 49, 1
1, 50, 1
1, 51, 1
1, 53, 1
1, 54, 1
1, 55, 1
1, 56, 1
1, 57, 1
1, 59, 1
1, 64, 1
1, 66, 1
1, 67, 1
1, 68, 1
1, 69, 1
1, 70, 1
1, 72, 1
1, 74, 1
1, 76, 1
1, 77, 1
1, 79, 1
1, 82, 1
1, 83, 1
1, 84, 1
1, 85, 1
1, 86, 1
1, 89, 1
1, 90, 1
1, 91, 1
1, 92, 1
1, 93, 1
1, 94, 1
1, 95, 1
1, 96, 1
1, 97, 1
1, 98, 1
1, 101, 1
1, 103, 1
1, 105, 1
1, 107, 1
1, 108, 1
1, 109, 1
1, 110, 1
1, 111, 1
1, 112, 1
1, 113, 1
1, 114, 1
1, 116, 1
1, 117, 1
1, 118, 1
1, 119, 1
1, 120, 1
1, 122, 1
1, 125, 1
1, 126, 1
1, 127, 1
1, 128, 1
1, 129, 1
1, 130, 1
1, 131, 1
1, 132, 1
1, 133, 1
1, 135, 1
1, 136, 1
1, 137, 1
1, 138, 1
1, 139, 1
1, 140, 1
1, 141, 1
1, 143, 1
1, 145, 1
1, 147, 1
1, 150, 1
1, 151, 1
1, 152, 1
1, 153, 1
1, 155, 1
1, 156, 1
1, 158, 1
1, 159, 1
1, 161, 1
1, 162, 1
1, 163, 1
1, 164, 1
1, 165, 1
1, 167, 1
1, 168, 1
1, 169, 1
1, 170, 1
1, 172, 1
1, 174, 1
1, 175, 1
1, 176, 1
1, 177, 1
1, 178, 1
1, 180, 1
1, 181, 1
1, 183, 1
1, 184, 1
1, 185, 1
1, 189, 1
1, 190, 1
1, 192, 1
1, 193, 1
1, 194, 1
1, 195, 1
1, 196, 1
1, 197, 1
1, 198, 1
1, 200, 1
1, 201, 1
1, 202, 1
1, 203, 1
1, 204, 1
1, 205, 1
1, 206, 1
1, 207, 1
1, 209, 1
1, 212, 1
1, 213, 1
1, 214, 1
1, 217, 1
1, 218, 1
1, 219, 1
1, 220, 1
1, 221, 1
1, 222, 1
1, 223, 1
1, 224, 1
1, 225, 1
1, 227, 1
1, 229, 1
1, 230, 1
1, 231, 1
1, 232, 1
1, 233, 1
1, 234, 1
1, 236, 1
1, 240, 1
1, 241, 1
1, 242, 1
1, 245, 1
1, 246, 1
1, 248, 1
1, 249, 1
1, 251, 1
1, 252, 1
1, 256, 1
1, 257, 1
1, 258, 1
1, 260, 1
1, 261, 1
1, 263, 1
1, 264, 1
1, 266, 1
1, 267, 1
1, 268, 1
1, 269, 1
1, 270, 1
1, 271, 1
1, 272, 1
1, 273, 1
1, 274, 1
1, 275, 1
1, 276, 1
1, 277, 1
1, 278, 1
1, 280, 1
1, 282, 1
1, 283, 1
1, 284, 1
1, 285, 1
1, 288, 1
1, 289, 1
1, 290, 1
1, 291, 1
1, 292, 1
1, 293, 1
1, 295, 1
1, 296, 1
1, 298, 1
1, 299, 1
1, 301, 1
1, 302, 1
1, 304, 1
1, 305, 1
1, 307, 1
1, 308, 1
1, 310, 1
1, 311, 1
1, 312, 1
1, 313, 1
1, 314, 1
1, 315, 1
1, 316, 1
1, 317, 1
1, 318, 1
1, 319, 1
1, 321, 1
1, 322, 1
1, 326, 1
1, 329, 1
2, 0, 1
2, 3, 1
2, 5, 1
2, 6, 1
2, 8, 1
2, 10, 1
2, 11, 1
2, 15, 1
2, 17, 1
2, 18, 1
2, 20, 1
2, 24, 1
2, 25, 1
2, 26, 1
2, 28, 1
2, 32, 1
2, 33, 1
2, 34, 1
2, 36, 1
2, 37, 1
2, 38, 1
