376, 43197
0, 45, 1
0, 70, 1
1, 0, 1
1, 5, 1
1, 11, 1
1, 12, 1
1, 15, 1
1, 19, 1
1, 20, 1
1, 32, 1
1, 41, 1
1, 45, 1
1, 46, 1
1, 51, 1
1, 59, 1
1, 60, 1
1, 65, 1
1, 70, 1
1, 72, 1
1, 75, 1
1, 89, 1
1, 109, 1
1, 111, 1
1, 112, 1
1, 116, 1
1, 118, 1
1, 120, 1
1, 124, 1
1, 130, 1
1, 140, 1
1, 146, 1
1, 156, 1
1, 160, 1
1, 169, 1
1, 188, 1
1, 190, 1
1, 192, 1
1, 193, 1
1, 199, 1
1, 202, 1
1, 204, 1
1, 217, 1
1, 219, 1
1, 222, 1
1, 226, 1
1, 228, 1
1, 229, 1
1, 237, 1
1, 248, 1
1, 250, 1
1, 253, 1
1, 255, 1
1, 257, 1
1, 258, 1
1, 260, 1
1, 272, 1
1, 274, 1
1, 278, 1
1, 294, 1
1, 296, 1
1, 298, 1
1, 299, 1
1, 301, 1
1, 307, 1
1, 311, 1
1, 318, 1
1, 319, 1
1, 320, 1
1, 321, 1
1, 329, 1
1, 331, 1
1, 336, 1
1, 339, 1
1, 340, 1
1, 342, 1
2, 0, 1
2, 1, 1
2, 3, 1
2, 5, 1
2, 6, 1
2, 7, 1
2, 8, 1
2, 9, 1
2, 10, 1
2, 11, 1
2, 13, 1
2, 15, 1
2, 16, 1
2, 17, 1
2, 18, 1
2, 20, 1
2, 21, 1
2, 22, 1
2, 23, 1
2, 24, 1
2, 25, 1
2, 28, 1
2, 29, 1
2, 30, 1
2, 31, 1
2, 32, 1
2, 33, 1
2, 34, 1
2, 35, 1
2, 37, 1
2, 39, 1
2, 40, 1
2, 41, 1
2, 42, 1
2, 44, 1
2, 45, 1
2, 48, 1
2, 49, 1
2, 50, 1
2, 51, 1
2, 52, 1
2, 54, 1
2, 56, 1
2, 58, 1
2, 60, 1
2, 61, 1
2, 62, 1
2, 63, 1
2, 65, 1
2, 66, 1
2, 70, 1
2, 71, 1
2, 74, 1
2, 75, 1
2, 76, 1
2, 77, 1
2, 78, 1
2, 80, 1
2, 82, 1
2, 84, 1
2, 85, 1
2, 86, 1
2, 87, 1
2, 88, 1
2, 89, 1
2, 90, 1
2, 92, 1
2, 93, 1
2, 96, 1
2, 97, 1
2, 99, 1
2, 100, 1
2, 101, 1
2, 104, 1
2, 106, 1
2, 107, 1
2, 108, 1
2, 110, 1
2, 112, 1
2, 113, 1
2, 114, 1
2, 115, 1
2, 116, 1
2, 117, 1
2, 118, 1
2, 119, 1
2, 120, 1
2, 124, 1
2, 126, 1
2, 127, 1
2, 128, 1
2, 130, 1
2, 133, 1
2, 134, 1
2, 135, 1
2, 137, 1
2, 140, 1
2, 141, 1
2, 142, 1
2, 144, 1
2, 145, 1
2, 147, 1
2, 148, 1
2, 151, 1
2, 152, 1
2, 153, 1
2, 154, 1
2, 155, 1
2, 156, 1
2, 157, 1
2, 158, 1
2, 159, 1
2, 160, 1
2, 163, 1
2, 164, 1
2, 165, 1
2, 166, 1
2, 167, 1
2, 168, 1
2, 169, 1
2, 172, 1
2, 176, 1
2, 177, 1
2, 178, 1
2, 179, 1
2, 180, 1
2, 181, 1
2, 182, 1
2, 183, 1
2, 185, 1
2, 186, 1
2, 188, 1
2, 189, 1
2, 190, 1
2, 191, 1
2, 192, 1
2, 193, 1
2, 194, 1
2, 195, 1
2, 196, 1
2, 197, 1
2, 198, 1
2, 199, 1
2, 201, 1
2, 202, 1
2, 204, 1
2, 205, 1
2, 207, 1
2, 208, 1
2, 209, 1
2, 210, 1
2, 211, 1
2, 213, 1
2, 214, 1
2, 215, 1
2, 216, 1
2, 217, 1
2, 218, 1
2, 219, 1
2, 220, 1
2, 221, 1
2, 222, 1
2, 224, 1
2, 225, 1
2, 226, 1
2, 228, 1
2, 229, 1
2, 231, 1
2, 232, 1
2, 234, 1
2, 235, 1
2, 236, 1
2, 240, 1
2, 241, 1
2, 242, 1
2, 244, 1
2, 245, 1
2, 247, 1
2, 248, 1
2, 251, 1
2, 252, 1
2, 253, 1
2, 254, 1
