362, 39656
0, 2, 1
0, 11, 1
0, 16, 1
0, 17, 1
0, 20, 1
0, 24, 1
0, 30, 1
0, 33, 1
0, 36, 1
0, 42, 1
0, 72, 1
0, 81, 1
0, 86, 1
0, 108, 1
0, 112, 1
0, 125, 1
0, 126, 1
0, 127, 1
0, 128, 1
0, 131, 1
0, 132, 1
0, 136, 1
0, 137, 1
0, 140, 1
0, 158, 1
0, 161, 1
0, 164, 1
0, 166, 1
0, 170, 1
0, 172, 1
0, 174, 1
0, 178, 1
0, 188, 1
0, 197, 1
0, 199, 1
0, 200, 1
0, 201, 1
0, 205, 1
0, 207, 1
0, 213, 1
0, 216, 1
0, 224, 1
0, 229, 1
0, 231, 1
0, 234, 1
0, 236, 1
0, 237, 1
0, 274, 1
0, 278, 1
0, 281, 1
0, 284, 1
0, 286, 1
0, 290, 1
0, 299, 1
0, 302, 1
0, 309, 1
0, 328, 1
1, 2, 1
1, 11, 1
1, 16, 1
1, 17, 1
1, 24, 1
1, 30, 1
1, 33, 1
1, 36, 1
1, 42, 1
1, 50, 1
1, 72, 1
1, 81, 1
1, 86, 1
1, 89, 1
1, 95, 1
1, 98, 1
1, 108, 1
1, 110, 1
1, 112, 1
1, 125, 1
1, 126, 1
1, 127, 1
1, 128, 1
1, 131, 1
1, 132, 1
1, 136, 1
1, 137, 1
1, 140, 1
1, 161, 1
1, 164, 1
1, 166, 1
1, 170, 1
1, 172, 1
1, 173, 1
1, 174, 1
1, 178, 1
1, 188, 1
1, 197, 1
1, 199, 1
1, 200, 1
1, 201, 1
1, 203, 1
1, 205, 1
1, 213, 1
1, 216, 1
1, 224, 1
1, 231, 1
1, 237, 1
1, 259, 1
1, 267, 1
1, 271, 1
1, 274, 1
1, 281, 1
1, 284, 1
1, 290, 1
1, 299, 1
1, 302, 1
1, 328, 1
2, 1, 1
2, 4, 1
2, 5, 1
2, 8, 1
2, 9, 1
2, 11, 1
2, 12, 1
2, 13, 1
2, 14, 1
2, 15, 1
2, 16, 1
2, 17, 1
2, 18, 1
2, 19, 1
2, 20, 1
2, 22, 1
2, 23, 1
2, 24, 1
2, 25, 1
2, 27, 1
2, 28, 1
2, 29, 1
2, 30, 1
2, 31, 1
2, 32, 1
2, 35, 1
2, 37, 1
2, 41, 1
2, 42, 1
2, 43, 1
2, 44, 1
2, 45, 1
2, 46, 1
2, 47, 1
2, 48, 1
2, 49, 1
2, 50, 1
2, 51, 1
2, 54, 1
2, 55, 1
2, 56, 1
2, 57, 1
2, 58, 1
2, 60, 1
2, 61, 1
2, 64, 1
2, 66, 1
2, 67, 1
2, 68, 1
2, 69, 1
2, 70, 1
2, 71, 1
2, 72, 1
2, 73, 1
2, 76, 1
2, 77, 1
2, 78, 1
2, 80, 1
2, 81, 1
2, 82, 1
2, 84, 1
2, 85, 1
2, 87, 1
2, 88, 1
2, 89, 1
2, 90, 1
2, 93, 1
2, 94, 1
2, 95, 1
2, 96, 1
2, 100, 1
2, 102, 1
2, 104, 1
2, 105, 1
2, 106, 1
2, 107, 1
2, 108, 1
2, 110, 1
2, 112, 1
2, 113, 1
2, 114, 1
2, 115, 1
2, 116, 1
2, 117, 1
2, 118, 1
2, 119, 1
2, 120, 1
2, 121, 1
2, 122, 1
2, 124, 1
2, 125, 1
2, 126, 1
2, 128, 1
2, 131, 1
2, 132, 1
2, 133, 1
2, 134, 1
2, 135, 1
2, 136, 1
2, 140, 1
2, 141, 1
2, 143, 1
2, 144, 1
2, 145, 1
2, 146, 1
2, 150, 1
2, 152, 1
2, 153, 1
2, 154, 1
2, 156, 1
2, 157, 1
2, 158, 1
2, 159, 1
2, 160, 1
2, 161, 1
2, 164, 1
2, 165, 1
2, 167, 1
2, 168, 1
2, 169, 1
2, 170, 1
2, 171, 1
2, 172, 1
2, 173, 1
2, 174, 1
2, 176, 1
2, 177, 1
2, 178, 1
2, 180, 1
2, 182, 1
2, 183, 1
2, 184, 1
2, 185, 1
2, 186, 1
2, 188, 1
2, 189, 1
2, 192, 1
2, 193, 1
2, 196, 1
2, 198, 1
2, 199, 1
2, 200, 1
2, 201, 1
2, 202, 1
2, 203, 1
2, 204, 1
2, 205, 1
2, 206, 1
2, 207, 1
2, 208, 1
2, 209, 1
2, 211, 1
2, 212, 1
2, 213, 1
2, 214, 1
2, 215, 1
2, 217, 1
2, 219, 1
2, 221, 1
2, 222, 1
2, 225, 1
2, 227, 1
2, 229, 1
2, 230, 1
2, 231, 1
2, 232, 1
2, 233, 1
2, 235, 1
2, 236, 1
2, 237, 1
2, 238, 1
2, 239, 1
2, 240, 1
2, 241, 1
2, 243, 1
2, 245, 1
2, 248, 1
2, 249, 1
2, 251, 1
2, 254, 1
2, 255, 1
2, 256, 1
2, 257, 1
2, 259, 1
2, 260, 1
2, 261, 1
2, 262, 1
2, 263, 1
2, 264, 1
2, 267, 1
2, 268, 1
2, 269, 1
2, 270, 1
2, 273, 1
2, 274, 1
2, 275, 1
2, 276, 1
2, 277, 1
2, 278, 1
2, 279, 1
2, 280, 1
2, 281, 1
2, 282, 1
2, 284, 1
2, 286, 1
2, 287, 1
2, 288, 1
2, 289, 1
2, 290, 1
2, 291, 1
2, 292, 1
2, 294, 1
2, 295, 1
2, 298, 1
2, 299, 1
2, 300, 1
2, 301, 1
2, 303, 1
2, 304, 1
2, 307, 1
2, 308, 1
2, 309, 1
2, 310, 1
2, 311, 1
2, 312, 1
2, 314, 1
2, 315, 1
2, 316, 1
2, 317, 1
2, 319, 1
2, 321, 1
2, 322, 1
2, 323, 1
2, 324, 1
2, 326, 1
2, 327, 1
2, 329, 1
2, 330, 1
2, 333, 1
2, 335, 1
2, 337, 1
2, 338, 1
3, 0, 1
3, 1, 1
3, 2, 1
3, 4, 1
3, 5, 1
3, 6, 1
3, 8, 1
3, 9, 1
3, 12, 1
3, 13, 1
3, 14, 1
3, 15, 1
3, 16, 1
3, 17, 1
3, 18, 1
3, 19, 1
3, 22, 1
3, 23, 1
3, 24, 1
3, 25, 1
3, 26, 1
3, 29, 1
3, 30, 1
3, 31, 1
3, 32, 1
